Pickup Date,Pickup Day,Pickup Time,Pickup Location,Vehicle,Rating
28-08-2014,Thursday,07:26:00 PM,por cumming st 4791 Broadway NYC,Skyline,4.167966869
28-08-2014,Thursday,07:26:00 PM,"pruebaaa 268 W Fordham Rd Jerome, BX",First Class,4.41534986
28-08-2014,Thursday,07:26:00 PM,"STORAGE 245 W Fordham Rd Jerome, BX",Prestige,3.685276715
28-08-2014,Thursday,07:26:00 PM,STORAGE nw   10 Ave NYC,Skyline,4.865368586
29-08-2014,Friday,07:26:00 PM,salida 213st 5008 Broadway NYC,Skyline,4.081050169
29-08-2014,Friday,07:26:00 PM,"SALIDA PRINCIPAL  1650 Grand Concourse Tremont, BX",Skyline,3.020424974
29-08-2014,Friday,07:26:00 PM,toms restaurant ne Broadway NYC,Diplo,3.908821261
29-08-2014,Friday,07:27:00 PM," 10 W 182nd St Morris Heights, BX",First Class,3.856406759
29-08-2014,Friday,07:27:00 PM,"8 f h a .. 2400 Sedgwick Ave Jerome, BX",First Class,3.348747847
29-08-2014,Friday,07:27:00 PM,"dunkin donuts ne River Ave High Bridge, BX",American,3.300474822
29-08-2014,Friday,07:27:00 PM,"funeraria ortis ne Southern Blvd South Bronx, BX",Prestige,3.422147785
29-08-2014,Friday,07:27:00 PM,"main 111 E 210th St Williamsbridge, BX",American,4.667585108
29-08-2014,Friday,07:27:00 PM,post office nw Vermilyea Ave NYC,Skyline,3.674972875
29-08-2014,Friday,07:27:00 PM,skina nw W 207 St NYC,Prestige,4.105413533
29-08-2014,Friday,07:27:00 PM,"stop n shop nw Broadway Kingsbridge, BX",Prestige,4.362656666
29-08-2014,Friday,07:27:00 PM,"SUBWAYS SANDWICH  SW Johnson Ave Kingsbridge, BX",First Class,3.573836923
29-08-2014,Friday,07:27:00 PM,target arriba 40 W 225 St NYC,Diplo,4.205762474
29-08-2014,Friday,07:27:00 PM,tiwn donuts nw   Broadway NYC,First Class,3.341318121
29-08-2014,Friday,07:27:00 PM,uptown social  nw Dyckman St NYC,First Class,4.074440641
29-08-2014,Friday,07:27:00 PM,"va hospital 130 W Kingsbridge Rd Jerome, BX",Skyline,3.353965399
29-08-2014,Friday,07:28:00 PM," 100 de Kruif Pl Co-Op City, BX",Skyline,3.175975757
29-08-2014,Friday,07:28:00 PM,"9 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",Skyline,4.879313268
29-08-2014,Friday,07:28:00 PM,"ESQUINA NE Bainbridge Ave Williamsbridge, BX",First Class,4.048491799
29-08-2014,Friday,07:28:00 PM,salida 212st 4996 Broadway NYC,Prestige,4.450092226
29-08-2014,Friday,07:28:00 PM,stop & shop supermarket 5716 Broadway Bronx,American,3.46799897
29-08-2014,Friday,07:28:00 PM,"storage  245 W Fordham Rd Jerome, BX",First Class,3.093365304
29-08-2014,Friday,07:28:00 PM,storage ne 10 Ave NYC,Diplo,4.527556428
29-08-2014,Friday,07:28:00 PM,"supermercado 540 St Pauls Pl Morrisania, BX",Diplo,3.664683308
29-08-2014,Friday,07:28:00 PM,target arriba 40 W 225 St NYC,First Class,3.016748226
29-08-2014,Friday,07:28:00 PM,"target front 40 W 225th St Kingsbridge, BX",Diplo,4.037404502
29-08-2014,Friday,07:28:00 PM,town car 517 W 113 St NYC,Skyline,4.600052469
29-08-2014,Friday,07:28:00 PM,VACCA LOUNGE 416 W 203 St NYC,Prestige,3.988480022
29-08-2014,Friday,07:28:00 PM,VERIFONE 612 W 184 St NYC,Diplo,3.795017316
29-08-2014,Friday,07:29:00 PM," 100 Benchley Pl Co-Op City, BX",Skyline,3.003447028
29-08-2014,Friday,07:29:00 PM,"5 fha 2400 Sedgwick Ave Jerome, BX",Skyline,3.165006606
29-08-2014,Friday,07:29:00 PM,"5 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",Carmel,4.584182756
29-08-2014,Friday,07:29:00 PM,"8 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",Skyline,3.162201711
29-08-2014,Friday,07:29:00 PM,"9 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",Diplo,4.741518831
29-08-2014,Friday,07:29:00 PM,"jet set motel 4565 3rd Ave Fordham, BX",First Class,3.221810282
29-08-2014,Friday,07:29:00 PM,"main 3424 Kossuth Ave Williamsbridge, BX",First Class,3.686276377
29-08-2014,Friday,07:29:00 PM,por parte de atras 5030 Broadway NYC,First Class,4.654906593
29-08-2014,Friday,07:29:00 PM,post office nw Vermilyea Ave NYC,Skyline,3.001213805
29-08-2014,Friday,07:29:00 PM,post office nw Vermilyea Ave NYC,First Class,4.414694953
29-08-2014,Friday,07:29:00 PM,salida beak st 91 Payson Ave NYC,First Class,3.160579628
29-08-2014,Friday,07:29:00 PM,"salida por hoe 936 Jennings St Westfarms, BX",American,3.93829922
29-08-2014,Friday,07:29:00 PM,"storage// al lao del deegan 301 W Fordham Rd Jerome, BX",Skyline,4.568624143
29-08-2014,Friday,07:29:00 PM,"teest / prueba 268 W Fordham Rd Jerome, BX",Diplo,4.829289327
29-08-2014,Friday,07:29:00 PM,time warner cable 401 W 219 St NYC,First Class,3.950494137
29-08-2014,Friday,07:30:00 PM,55 W 14 ST NYC,Skyline,3.44323707
29-08-2014,Friday,07:30:00 PM,55 West End Avenue New York,Carmel,3.399943528
29-08-2014,Friday,07:30:00 PM,55 Westwood Circle Roslyn Heights,Diplo,4.136801356
29-08-2014,Friday,07:30:00 PM,"9 f h a 2400 Sedgwick Ave Jerome, BX",American,3.263416771
29-08-2014,Friday,07:30:00 PM,"MINIVAN 1975 Grand Ave Morris Heights, BX",First Class,3.219851774
29-08-2014,Friday,07:30:00 PM,por cummings 4791 Broadway NYC,First Class,4.42036086
30-08-2014,Saturday,07:30:00 PM," 100 Dreiser Lp Co-Op City, BX",Prestige,3.504733074
30-08-2014,Saturday,07:30:00 PM," 1000 Pelham Pkwy S Morris Park, BX",Diplo,3.344070521
30-08-2014,Saturday,07:30:00 PM,"490 East 184th Street, Bronx, NY, United S 490 E 184th St Bronx",Skyline,3.82067576
30-08-2014,Saturday,07:30:00 PM,55 Water St NYC,Skyline,4.908340253
30-08-2014,Saturday,07:30:00 PM,55 Water St NYC,Skyline,3.2740433
30-08-2014,Saturday,07:30:00 PM,550 W 45 St Nyc,First Class,4.108797304
30-08-2014,Saturday,07:30:00 PM,550 W 54 St Nyc,First Class,3.03688682
30-08-2014,Saturday,07:30:00 PM,551 W 190 ST NYC,Diplo,3.81499109
30-08-2014,Saturday,07:30:00 PM,552 W 50 St Nyc,American,3.111850988
30-08-2014,Saturday,07:30:00 PM,555 W 53 St Nyc,Prestige,4.798070779
30-08-2014,Saturday,07:30:00 PM,555 W 57 ST NYC,American,4.463612223
30-08-2014,Saturday,07:30:00 PM,555 W 57 ST NYC,Diplo,4.021745687
30-08-2014,Saturday,07:30:00 PM,555 W 59 St NYC,Diplo,4.036814375
30-08-2014,Saturday,07:30:00 PM,558 Hudson St Nyc,Carmel,3.045412362
30-08-2014,Saturday,07:30:00 PM,"9 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",Skyline,3.909146835
30-08-2014,Saturday,07:30:00 PM,"B B Q REST NW W Fordham Rd Jerome, BX",Skyline,4.416578477
30-08-2014,Saturday,07:30:00 PM,ON 87 140 Riverside Dr NYC,Carmel,4.904634521
30-08-2014,Saturday,07:30:00 PM,"path-mart 941 E 174th St Westfarms, BX",Skyline,3.203020084
30-08-2014,Saturday,07:30:00 PM,post office nw Vermilyea Ave NYC,First Class,4.811494202
30-08-2014,Saturday,07:30:00 PM,SCHOOL 508 W 158 St NYC,Diplo,3.481318868
30-08-2014,Saturday,07:30:00 PM,"target frente 40 W 225th St Kingsbridge, BX",First Class,4.972040371
30-08-2014,Saturday,07:31:00 PM," 10 E 198th St Jerome, BX",First Class,3.011210732
30-08-2014,Saturday,07:31:00 PM," 100 E Mosholu Pkwy S Fordham, BX",Skyline,4.22050438
30-08-2014,Saturday,07:31:00 PM,"BASE 170 W Fordham Rd Jerome, BX",Diplo,3.51832273
30-08-2014,Saturday,07:31:00 PM,"days in 977 Brook Ave Cortlandt, BX",Diplo,3.902378863
30-08-2014,Saturday,07:31:00 PM,ON 86 140 Riverside Dr NYC,Diplo,3.642535971
30-08-2014,Saturday,07:31:00 PM,pathmark 410 W 207 St NYC,First Class,3.056599565
30-08-2014,Saturday,07:31:00 PM,post office nw Vermilyea Ave NYC,American,4.201839986
30-08-2014,Saturday,07:31:00 PM,"PRUEBAAA 268 W Fordham Rd Jerome, BX",Diplo,4.211671259
30-08-2014,Saturday,07:31:00 PM,restaurant NW Frederick Douglass Blvd NYC,Diplo,4.156146195
30-08-2014,Saturday,07:31:00 PM,salida 213 st 5008 Broadway NYC,Diplo,3.474239996
30-08-2014,Saturday,07:31:00 PM,stop & shop supermarket 5716 Broadway Bronx,Prestige,4.665389913
30-08-2014,Saturday,07:31:00 PM,"storage  245 W Fordham Rd Jerome, BX",American,3.887605146
30-08-2014,Saturday,07:31:00 PM,"TARGET 50 W 225th St Kingsbridge, BX",Diplo,3.255925199
30-08-2014,Saturday,07:31:00 PM,"tracy towers 40 W Mosholu Pkwy S Jerome, BX",Diplo,4.050997664
30-08-2014,Saturday,07:31:00 PM,umbrella 402 W 202 St NYC,First Class,3.466406298
30-08-2014,Saturday,07:32:00 PM," 1 Orchard Beach Rd City Island, BX",First Class,4.918978379
30-08-2014,Saturday,07:32:00 PM," 10 Richman Plz Morris Heights, BX",Diplo,4.25149702
30-08-2014,Saturday,07:32:00 PM," 1001 E Gun Hill Rd Baychester, BX",Skyline,3.664579508
30-08-2014,Saturday,07:32:00 PM," 1032 Ogden Ave High Bridge, BX",Skyline,3.935645193
30-08-2014,Saturday,07:32:00 PM,"BASE --- 170 W Fordham Rd Jerome, BX",Diplo,4.987857602
30-08-2014,Saturday,07:32:00 PM,por arriba 920 Riverside Dr NYC,First Class,4.370845387
30-08-2014,Saturday,07:32:00 PM,"resnik pavillion 5901 Palisade Ave Riverdale, BX",Skyline,3.859574004
30-08-2014,Saturday,07:32:00 PM,"riverdale dinner nw   Kingsbridge Ave Kingsbridge, BX",First Class,3.166703308
30-08-2014,Saturday,07:32:00 PM,skina nw 7 Ave NYC,Carmel,4.856569984
30-08-2014,Saturday,07:32:00 PM,SQUINA NW W 145 St NYC,Skyline,4.343306331
30-08-2014,Saturday,07:32:00 PM,t mobile sw Broadway NYC,Skyline,4.170820257
30-08-2014,Saturday,07:32:00 PM,tj max ne   Columbus Ave NYC,Skyline,4.924807267
30-08-2014,Saturday,07:32:00 PM,upstairs 40 W 225 St Bronx,Diplo,3.841574964
30-08-2014,Saturday,07:32:00 PM,"va hospital 130 W Kingsbridge Rd Jerome, BX",First Class,4.006577479
30-08-2014,Saturday,07:32:00 PM,viva pharmacy 1494 St Nicholas Ave NYC,First Class,3.107556757
30-08-2014,Saturday,07:33:00 PM,  TLC BY GUNHILL & WEBSTER Bronx,American,3.438019565
30-08-2014,Saturday,07:33:00 PM," 1025 Boynton Ave Soundview, BX",Skyline,3.03246055
30-08-2014,Saturday,07:33:00 PM," 1030 Woodycrest Ave High Bridge, BX",Skyline,4.961622689
30-08-2014,Saturday,07:33:00 PM,"5 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",Carmel,3.211459441
30-08-2014,Saturday,07:33:00 PM,"6 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",Skyline,4.481247609
30-08-2014,Saturday,07:33:00 PM,"9 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",First Class,4.549808325
30-08-2014,Saturday,07:33:00 PM,"BASE --- 170 W Fordham Rd Jerome, BX",Skyline,4.697216429
30-08-2014,Saturday,07:33:00 PM,"BASE 170 W Fordham Rd Jerome, BX",First Class,3.145156435
30-08-2014,Saturday,07:33:00 PM,"BASE 170 W Fordham Rd Jerome, BX",Diplo,4.739150016
30-08-2014,Saturday,07:33:00 PM,"mdonalds ne E Tremont Ave Tremont, BX",Carmel,3.484743551
30-08-2014,Saturday,07:33:00 PM,"por el parqueo 150 W 225th St Kingsbridge, BX",American,4.413574552
30-08-2014,Saturday,07:33:00 PM,storage nw 10 Ave NYC,Skyline,3.335693563
30-08-2014,Saturday,07:34:00 PM,"917-673-4439 500 Grand Concourse Cortlandt, BX",Prestige,3.230002528
30-08-2014,Saturday,07:34:00 PM,"BASE 170 W Fordham Rd Jerome, BX",Diplo,3.382451959
30-08-2014,Saturday,07:34:00 PM,"minivan en el storage 301 W Fordham Rd Jerome, BX",Carmel,4.050301545
30-08-2014,Saturday,07:34:00 PM,salon mecho 3988 10 Ave NYC,Diplo,4.277830795
31-08-2014,Sunday,07:34:00 PM,"ALFREN GAS STATION NW Bailey Ave Kingsbridge, BX",Prestige,3.97090363
31-08-2014,Sunday,07:34:00 PM,esquina ne Audubon Ave NYC,First Class,3.471720803
31-08-2014,Sunday,07:34:00 PM,"parking 2455 Sedgwick Ave Jerome, BX",Diplo,4.163286647
31-08-2014,Sunday,07:34:00 PM,por la 212 st 4996 Broadway NYC,Diplo,4.980274876
31-08-2014,Sunday,07:34:00 PM,squina d academy 33 Vermilyea Ave NYC,Diplo,4.741956517
31-08-2014,Sunday,07:34:00 PM,"targue parqueo 50 W 225th St Kingsbridge, BX",Skyline,3.653350897
31-08-2014,Sunday,07:34:00 PM,vacca lounge 416 W 203 St NYC,First Class,3.096518032
31-08-2014,Sunday,07:34:00 PM,viva pharmacy 1494 St Nicholas Ave NYC,Diplo,3.09228464
31-08-2014,Sunday,07:35:00 PM," 100 Van Cortlandt Park S Kingsbridge, BX",Diplo,4.413896681
31-08-2014,Sunday,07:35:00 PM,"5 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",Diplo,3.139975286
31-08-2014,Sunday,07:35:00 PM,550 1 Ave Nyc,Skyline,4.759548985
31-08-2014,Sunday,07:35:00 PM,556 W 22 St Nyc,First Class,4.81531578
31-08-2014,Sunday,07:35:00 PM,"6 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",First Class,4.223003903
31-08-2014,Sunday,07:35:00 PM,"739 Arnow Avenue, Bronx, NY, United States 739 Arnow Ave Bronx",Prestige,3.713851601
31-08-2014,Sunday,07:35:00 PM,"BASE 170 W Fordham Rd Jerome, BX",First Class,3.6953911
31-08-2014,Sunday,07:35:00 PM,"BASE 170 W Fordham Rd Jerome, BX",Prestige,4.192826742
31-08-2014,Sunday,07:35:00 PM,"ortiz 524 Southern Blvd South Bronx, BX",Skyline,3.3558582
31-08-2014,Sunday,07:35:00 PM,post office nw Vermilyea Ave NYC,Skyline,4.060363651
31-08-2014,Sunday,07:35:00 PM,"prueba 268 W Fordham Rd Jerome, BX",Skyline,3.227334588
31-08-2014,Sunday,07:35:00 PM,"SPRINT 2220 Bartow Ave Co-Op City, BX",Skyline,4.979444407
31-08-2014,Sunday,07:35:00 PM,stop & shop supermarket 5716 Broadway Bronx,Prestige,4.025668452
31-08-2014,Sunday,07:35:00 PM,target frente 40 W 225 St NYC,Diplo,4.979345577
31-08-2014,Sunday,07:35:00 PM,viva brunch nw Sherman Ave NYC,Diplo,4.251641766
31-08-2014,Sunday,07:36:00 PM," 100 Carver Lp Co-Op City, BX",Diplo,4.365364503
31-08-2014,Sunday,07:36:00 PM," 1000 Burke Ave Baychester, BX",Diplo,4.059823718
31-08-2014,Sunday,07:36:00 PM,"5 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",Diplo,4.070503754
31-08-2014,Sunday,07:36:00 PM,"BASE  170 W Fordham Rd Jerome, BX",Prestige,3.962139551
31-08-2014,Sunday,07:36:00 PM,"BASE 170 W Fordham Rd Jerome, BX",Diplo,3.325774638
31-08-2014,Sunday,07:36:00 PM,"ortiz 524 Southern Blvd South Bronx, BX",First Class,3.388461942
31-08-2014,Sunday,07:36:00 PM,"post office ne Grand Concourse Cortlandt, BX",Skyline,3.975365571
31-08-2014,Sunday,07:37:00 PM,  W 117 St NYC,First Class,3.674162691
31-08-2014,Sunday,07:37:00 PM," 1017 Ave Saint John South Bronx, BX",Diplo,3.960301407
31-08-2014,Sunday,07:37:00 PM,"7 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",Diplo,3.055764126
31-08-2014,Sunday,07:37:00 PM,"8 F H A 2400 Sedgwick Ave Jerome, BX",Skyline,4.516332577
31-08-2014,Sunday,07:37:00 PM,"Back Gate 2400 Webb Ave Jerome, BX",Skyline,3.483012873
31-08-2014,Sunday,07:37:00 PM,"ESQUINA NE Claremont Pkwy Westfarms, BX",First Class,3.507738269
31-08-2014,Sunday,07:37:00 PM,"gomera 100 E 149th St Cortlandt, BX",Prestige,4.796903065
31-08-2014,Sunday,07:37:00 PM,"jet set motel 4565 3rd Ave Fordham, BX",Skyline,4.799125385
31-08-2014,Sunday,07:37:00 PM,NEGRO CLARO NE 10 Ave NYC,First Class,4.31082879
31-08-2014,Sunday,07:37:00 PM,post office nw Vermilyea Ave NYC,First Class,3.452162023
31-08-2014,Sunday,07:37:00 PM,"PRUEBA 268 W Fordham Rd Jerome, BX",Skyline,3.440870329
31-08-2014,Sunday,07:37:00 PM,sale por la 111 st 390 Riverside Dr NYC,Diplo,3.432906047
31-08-2014,Sunday,07:38:00 PM," 100 E Mosholu Pkwy S Fordham, BX",First Class,3.141277534
31-08-2014,Sunday,07:38:00 PM," 1000 Pelham Pkwy S Morris Park, BX",First Class,3.635331782
31-08-2014,Sunday,07:38:00 PM,"4026 Boston Road, Bronx, NY, United States 4026 Boston Rd Bronx",Prestige,4.380518118
31-08-2014,Sunday,07:38:00 PM,"8 FHA 2400 Sedgwick Ave Jerome, BX",First Class,3.138640338
31-08-2014,Sunday,07:38:00 PM,"BASE  170 W Fordham Rd Jerome, BX",Prestige,3.318869131
31-08-2014,Sunday,07:38:00 PM,"BASE 170 W Fordham Rd Jerome, BX",Skyline,4.095431577
31-08-2014,Sunday,07:38:00 PM,"LAUNDRI SW W 237th St Kingsbridge, BX",Skyline,4.148260529
31-08-2014,Sunday,07:38:00 PM,"parqueo 2724 Heath Ave Kingsbridge, BX",Carmel,4.026329687
31-08-2014,Sunday,07:38:00 PM,por alante  150 W 225 St NYC,Prestige,4.093225464
31-08-2014,Sunday,07:38:00 PM,"por el parqueo 150 W 225th St Kingsbridge, BX",First Class,4.28837603
31-08-2014,Sunday,07:38:00 PM,"por el parqueo 150 W 225th St Kingsbridge, BX",First Class,3.521507715
31-08-2014,Sunday,07:38:00 PM,SQUINA NW 10 Ave NYC,First Class,4.342654767
31-08-2014,Sunday,07:38:00 PM,storage nw 10 Ave NYC,Diplo,3.30581351
31-08-2014,Sunday,07:39:00 PM," 100 Elgar Pl Co-Op City, BX",Diplo,4.461754149
31-08-2014,Sunday,07:39:00 PM,"BASE 170 W Fordham Rd Jerome, BX",Carmel,4.545913462
31-08-2014,Sunday,07:39:00 PM,upstairs 40 W 225 St Bronx,Skyline,3.148086382
13-09-2014,Saturday,07:39:00 PM,"esquina ne E Fordham Rd Jerome, BX",Diplo,3.740309331
13-09-2014,Saturday,07:39:00 PM,"FOOD BAZZAR 238 E 161st St Cortlandt, BX",Diplo,3.096774984
13-09-2014,Saturday,07:39:00 PM,"LA AGUILITA NW Ogden Ave High Bridge, BX",Skyline,3.418254548
13-09-2014,Saturday,07:39:00 PM,"LECHERA 320 W Fordham Rd Jerome, BX",American,3.274676705
13-09-2014,Saturday,07:39:00 PM,"METRO PCS 2 W Fordham Rd Jerome, BX",First Class,4.538961194
13-09-2014,Saturday,07:39:00 PM,salida 213 st 5008 Broadway NYC,First Class,4.0503075
13-09-2014,Saturday,07:39:00 PM,STAPLES  5716 Broadway Bronx,Skyline,4.049523261
13-09-2014,Saturday,07:40:00 PM," 100 Donizetti Pl Co-Op City, BX",First Class,4.003796425
13-09-2014,Saturday,07:40:00 PM,555 W 57 St Nyc,Skyline,4.066895179
13-09-2014,Saturday,07:40:00 PM,556 3 AVE NYC,First Class,4.404943952
13-09-2014,Saturday,07:40:00 PM,"7 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",Skyline,4.140528182
13-09-2014,Saturday,07:40:00 PM,"delvery 2028 White Plains Rd Parkchester, BX",Diplo,3.051910157
13-09-2014,Saturday,07:40:00 PM,"la rola rest 400 E 198th St Fordham, BX",Diplo,4.14037922
13-09-2014,Saturday,07:40:00 PM,on  86 ST 140 Riverside Dr NYC,Skyline,4.751194884
13-09-2014,Saturday,07:40:00 PM,ON RIVERSIDE DR 3333 Broadway NYC,First Class,4.480317713
13-09-2014,Saturday,07:40:00 PM,post office nw Vermilyea Ave NYC,Diplo,4.442668002
13-09-2014,Saturday,07:40:00 PM,post office nw Vermilyea Ave NYC,Prestige,3.309005195
13-09-2014,Saturday,07:40:00 PM,post office nw Vermilyea Ave NYC,Skyline,4.360038253
13-09-2014,Saturday,07:40:00 PM,"PRUEBA 268 W Fordham Rd Jerome, BX",Diplo,3.149198117
13-09-2014,Saturday,07:40:00 PM,sale por la 8th ave 480 Saint Nicholas Ave NYC,Skyline,4.036303608
13-09-2014,Saturday,07:40:00 PM,salon andrea 600 W 204 St NYC,Skyline,3.523898709
13-09-2014,Saturday,07:40:00 PM,target frente 40 W 225 St NYC,Skyline,3.728407636
13-09-2014,Saturday,07:41:00 PM, 1 FORDHAM PLAZA Bronx,Skyline,3.736070394
13-09-2014,Saturday,07:41:00 PM," 100   Co Op City Blvd Co-Op City, BX",Prestige,3.122013779
13-09-2014,Saturday,07:41:00 PM," 100 Einstein Lp Co-Op City, BX",First Class,4.890891975
13-09-2014,Saturday,07:41:00 PM," 1034 Ave Saint John South Bronx, BX",First Class,3.931329912
13-09-2014,Saturday,07:41:00 PM,"8 FHA 2400 Sedgwick Ave Jerome, BX",First Class,3.393833197
13-09-2014,Saturday,07:41:00 PM,"8 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",Diplo,4.176874956
13-09-2014,Saturday,07:41:00 PM,"9 f h a 2400 Sedgwick Ave Jerome, BX",Skyline,4.524879296
13-09-2014,Saturday,07:41:00 PM,"BASE 170 W Fordham Rd Jerome, BX",Prestige,3.63073576
13-09-2014,Saturday,07:41:00 PM,HOTEL 511 W 145 St NYC,American,3.410505797
13-09-2014,Saturday,07:41:00 PM,por la 212 st 4996 Broadway NYC,American,4.290131669
13-09-2014,Saturday,07:41:00 PM,"PRUEBA 268 W Fordham Rd Jerome, BX",Skyline,3.653028186
13-09-2014,Saturday,07:41:00 PM,"prueba 268 W Fordham Rd Jerome, BX",Skyline,3.828211667
13-09-2014,Saturday,07:41:00 PM,"pruebaaaa 2297 Cedar Ave Jerome, BX",First Class,3.205099655
13-09-2014,Saturday,07:41:00 PM,sale por la 187st 66 Overlook Ter NYC,Skyline,3.039498844
13-09-2014,Saturday,07:41:00 PM,salon 4775 Broadway NYC,First Class,3.626987092
13-09-2014,Saturday,07:41:00 PM,"SONOCO ne Jerome Ave Morris Heights, BX",Prestige,3.091700876
13-09-2014,Saturday,07:42:00 PM," 1 Orchard Beach Rd City Island, BX",Skyline,4.902427489
13-09-2014,Saturday,07:42:00 PM," 1037 Ave Saint John South Bronx, BX",First Class,3.158053443
13-09-2014,Saturday,07:42:00 PM,"BASE 170 W Fordham Rd Jerome, BX",Diplo,4.465438524
13-09-2014,Saturday,07:42:00 PM,"con cable para booster 3340 Bailey Ave Kingsbridge, BX",First Class,4.00333242
13-09-2014,Saturday,07:42:00 PM,"credic card 1796 Grand Concourse Morris Heights, BX",Diplo,3.882630153
13-09-2014,Saturday,07:42:00 PM,gastation nw Broadway NYC,First Class,3.305004163
13-09-2014,Saturday,07:42:00 PM,"GATE 5 2900 Goulden Ave Jerome, BX",First Class,3.054895146
13-09-2014,Saturday,07:42:00 PM,"METRO PCS 2 W Fordham Rd Jerome, BX",Prestige,3.792139351
13-09-2014,Saturday,07:42:00 PM,"parqueo 2724 Heath Ave Kingsbridge, BX",Skyline,3.458459319
13-09-2014,Saturday,07:42:00 PM,"PRUEBA 268 W Fordham Rd Jerome, BX",Diplo,3.340125849
13-09-2014,Saturday,07:42:00 PM,staples 4320 Broadway NYC,American,4.837902778
13-09-2014,Saturday,07:42:00 PM,stop & shop supermarket 5716 Broadway Bronx,Skyline,3.773400177
13-09-2014,Saturday,07:43:00 PM," 100 Donizetti Pl Co-Op City, BX",Skyline,3.470032309
13-09-2014,Saturday,07:43:00 PM,"7 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",Skyline,3.424595665
13-09-2014,Saturday,07:43:00 PM,"esquina nw Jerome Ave Morris Heights, BX",American,3.548017731
13-09-2014,Saturday,07:43:00 PM,"LA AGUILITA NW Ogden Ave High Bridge, BX",Prestige,4.47594318
13-09-2014,Saturday,07:43:00 PM,"minivan 2327 Bassford Ave Fordham, BX",First Class,4.671016787
13-09-2014,Saturday,07:43:00 PM,OPUS Lounge 417  W 202 St NYC,Diplo,3.014958441
13-09-2014,Saturday,07:43:00 PM,por la 212 st 4996 Broadway NYC,Skyline,4.347429838
13-09-2014,Saturday,07:43:00 PM,post office nw Vermilyea Ave NYC,First Class,3.925914339
13-09-2014,Saturday,07:43:00 PM,"prueba 268 W Fordham Rd Jerome, BX",First Class,4.983001196
13-09-2014,Saturday,07:43:00 PM,river bank park sw Riverside Dr NYC,Skyline,4.636705969
13-09-2014,Saturday,07:43:00 PM,target front 40 W 225 St NYC,Skyline,4.343571597
13-09-2014,Saturday,07:44:00 PM," 1001 E Gun Hill Rd Baychester, BX",Prestige,3.797513883
13-09-2014,Saturday,07:44:00 PM,"5 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",First Class,4.930015898
13-09-2014,Saturday,07:44:00 PM,"8 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",First Class,4.404699191
13-09-2014,Saturday,07:44:00 PM,en la rotodita del parque .... nw W 158 St NYC,Diplo,3.31684375
13-09-2014,Saturday,07:44:00 PM,"esquina ne   Boston Rd Baychester, BX",First Class,3.108528349
13-09-2014,Saturday,07:44:00 PM,KEY FOOD  SW W 172 St NYC,First Class,4.682428461
13-09-2014,Saturday,07:44:00 PM,"MACY'S NE Cross County Mall YONKERS, NY.",Skyline,4.307078151
13-09-2014,Saturday,07:44:00 PM,"minivan 2403 Creston Ave Jerome, BX",Skyline,4.20319379
13-09-2014,Saturday,07:44:00 PM,montefiore hospital 3425 Bainbridge Ave Bronx,First Class,3.981065352
13-09-2014,Saturday,07:44:00 PM,por el frente 150 W 225 St NYC,First Class,4.520515573
13-09-2014,Saturday,07:44:00 PM,post office nw Vermilyea Ave NYC,Skyline,4.275720635
13-09-2014,Saturday,07:44:00 PM,post office nw Vermilyea Ave NYC,First Class,3.818107569
13-09-2014,Saturday,07:44:00 PM,post office nw Vermilyea Ave NYC,Skyline,4.79470322
13-09-2014,Saturday,07:44:00 PM,"prueba 2277   Loring Pl N Jerome, BX",First Class,4.895402818
13-09-2014,Saturday,07:44:00 PM,"pruebaaa 268 W Fordham Rd Jerome, BX",Skyline,3.502474442
13-09-2014,Saturday,07:44:00 PM,restaurant nw Indian Rd NYC,Diplo,3.954936615
13-09-2014,Saturday,07:44:00 PM,Ria Envia 4149 Broadway NYC,Skyline,4.077112157
13-09-2014,Saturday,07:44:00 PM,salida 133rd st  95 Old Broadway NYC,Skyline,4.839360559
13-09-2014,Saturday,07:44:00 PM,"storage  245 W Fordham Rd Jerome, BX",Skyline,3.696083887
13-09-2014,Saturday,07:44:00 PM,TRAIN NW Marble Hill Ave Bronx,First Class,4.311793568
13-09-2014,Saturday,07:45:00 PM," 100 Herriot St YONKERS, NY.",Skyline,4.656387059
